"samples","type","X1007_s_at","X1053_at","X117_at","X121_at","X1255_g_at","X1294_at","X1316_at","X1320_at","X1405_i_at","X1431_at","X1438_at","X1487_at","X1494_f_at","X1552256_a_at","X1552257_a_at","X1552258_at","X1552261_at","X1552263_at","X1552264_a_at","X1552266_at","X1552269_at","X1552271_at","X1552272_a_at","X1552274_at","X1552275_s_at","X1552276_a_at","X1552277_a_at","X1552278_a_at","X1552279_a_at","X1552280_at","X1552281_at","X1552283_s_at","X1552286_at","X1552287_s_at","X1552288_at","X1552289_a_at","X1552291_at","X1552293_at","X1552295_a_at","X1552296_at","X1552299_at","X1552301_a_at","X1552302_at","X1552303_a_at","X1552304_at","X1552306_at","X1552307_a_at","X1552309_a_at","X1552310_at","X1552311_a_at","X1552312_a_at","X1552314_a_at","X1552315_at","X1552316_a_at","X1552318_at","X1552319_a_at","X1552320_a_at","X1552321_a_at","X1552322_at","X1552323_s_at","X1552325_at","X1552326_a_at","X1552327_at","X1552329_at","X1552330_at","X1552332_at","X1552334_at","X1552335_at","X1552337_s_at","X1552338_at","X1552340_at","X1552343_s_at","X1552344_s_at","X1552347_at","X1552348_at","X1552349_a_at","X1552354_at","X1552355_s_at","X1552359_at","X1552360_a_at","X1552362_a_at","X1552364_s_at","X1552365_at","X1552367_a_at","X1552368_at","X1552370_at","X1552372_at","X1552373_s_at","X1552375_at","X1552377_s_at","X1552378_s_at","X1552379_at","X1552381_at","X1552383_at","X1552384_a_at","X1552386_at","X1552388_at","X1552389_at","X1552390_a_at","X1552391_at","X1552393_at","X1552394_a_at","X1552395_at","X1552396_at","X1552398_a_at","X1552399_a_at","X1552400_a_at","X1552401_a_at","X1552402_at","X1552405_at","X1552408_at","X1552409_a_at","X1552410_at","X1552411_at","X1552412_a_at","X1552414_at","X1552415_a_at","X1552417_a_at","X1552418_at","X1552419_s_at","X1552421_a_at","X1552422_at","X1552423_at","X1552424_at","X1552425_a_at","X1552426_a_at","X1552427_at","X1552430_at","X1552432_at","X1552436_a_at","X1552438_a_at","X1552439_s_at","X1552440_at","X1552445_a_at","X1552448_a_at","X1552449_a_at","X1552450_a_at","X1552452_at","X1552453_a_at","X1552455_at","X1552456_a_at","X1552457_a_at","X1552458_at","X1552459_a_at","X1552461_at","X1552463_at","X1552466_x_at","X1552467_at"
834,"ependymoma",12.4981498112034,7.60486786023648,6.88093352580433,9.02712774640136,4.17617544858389,7.22491961143047,6.08594169588969,6.83599884623189,5.89835540605058,5.51340964491249,7.54198576821857,7.90513950372588,7.10811736236491,8.38661701937299,8.41209008663067,6.56005847524387,5.77930708600445,5.59610161164959,9.12887423441453,6.82284555761064,8.22227250267232,5.96572025730863,6.07079117562085,6.52274617527726,7.03141892871652,6.5147679766461,8.33349007276511,6.69989063277906,8.29055458963179,6.33075637252109,7.42933118604994,8.27113363948307,6.88982096700849,6.78986424075709,6.33294261555777,6.74353408115108,7.68319500693947,6.7250725536176,9.29082614492409,7.78856603871395,7.87708337837066,7.16007051002957,4.22107730975328,5.94668187597235,5.53678199486858,5.45666987464528,5.57420180563721,6.99860791076214,8.08021649671172,7.70827664996364,7.36372144188897,5.71512820034777,6.642247955202,5.40965201179908,6.1282221381053,6.17436405959553,6.31346779403101,8.4485924088201,3.92558179429103,5.86246665913144,5.75819048101905,10.2744840017903,5.03231702471681,6.854419562987,6.67296338284631,7.95379442855784,5.865085865882,7.66154316303099,5.66923913293979,5.72270856409465,5.86478692072156,6.03531304886958,6.28108008030486,7.99348507107991,7.33304547594906,6.21297615023263,7.06669973082116,7.02978603353142,4.08403156002867,6.00257158672127,7.07905012081191,6.74089564328223,7.02707322979128,6.86717353846037,5.03913703695659,7.51573081256219,3.54225988906459,3.45840991737587,6.20345757689242,7.86260265499985,5.54367297437166,3.2527022280197,5.7664756200519,8.70061652837577,5.77204568063929,5.22195796371731,5.82981794977684,3.82309826908379,3.90435274906136,4.6025847735676,3.58249439295491,3.80115709631086,8.15035655915243,6.10514342409273,4.80747321148391,5.17235744763559,5.96303558637939,4.37955324122696,5.22139607434056,6.59552487847762,4.32188540594663,8.59397205958973,6.44469948226071,10.484539666263,5.30389278824595,5.88027195238362,7.47116269096188,6.28546600467773,5.59991693490048,8.12947414399667,4.74596501076078,8.98852832354229,7.68009048730748,4.63987125765968,5.60218848902109,9.54023880786512,3.35626929213187,4.10780498637837,6.8990623615408,5.79348790077855,5.82713206225834,8.19526297629555,5.80734135137532,5.71151636062701,9.73953828397741,4.97993232591956,8.03683589729983,5.15522184371053,4.5357297768042,5.32772377403662,6.0786609880672,5.06481774949382,3.92096604511504,5.46423894303783,3.94620816076898,5.19523690659379,5.04279192551133,7.04068975795567
835,"ependymoma",13.0674356330595,7.99808988480855,7.20907585930938,9.7233217524483,4.82612591284586,7.53938122831523,6.25096192601008,8.01254922366996,5.45314723387729,6.1731063485038,8.31702983483093,8.26913591350199,7.25066201248738,9.2085591235275,8.46620232143901,5.82200811262173,5.86288662210728,5.57315958677524,8.85352384733316,5.85587043674361,6.91456847186823,6.85696043923725,7.26841101299153,7.80584017235685,7.95355954567812,7.04923045227256,7.98590463957821,8.28522544477768,9.75950406248531,5.63849599529087,7.96333341963969,6.50376238038304,7.41366732224733,8.12885500367952,5.01071977139133,6.48354893784437,7.349033084772,6.15347024691858,9.63416386192736,6.20720238335819,7.74521689810925,6.52970012320948,4.35382910088773,6.2191975666543,6.20846919578309,7.68503036941703,6.31832100550894,5.85042651178087,9.31793598145097,7.4416220424309,9.62905772821556,6.06218219322825,6.34034966364078,5.34354438108698,5.93920062556901,6.25805138571926,5.27336092199912,6.98750648304891,4.20910015634813,6.93177820280475,3.60168682039895,7.04702500980562,6.19432394766303,9.3006753815626,8.39034957586618,7.91297209002661,5.91444163880186,7.3573117526685,9.8203311896358,6.30842419538443,5.99007699202665,6.24427863417577,8.37818853771848,9.35086600935773,7.61143599326018,5.21315834433626,6.93345959041801,7.1796033929204,3.6894002829569,7.36781298656274,6.7768824436965,6.99428518529406,5.88934795404305,5.86737916871496,4.87256993360557,8.8957524851164,3.53197012879899,3.55351134955757,6.72577589844559,8.51673010988925,8.81503374258732,3.2436947667959,6.27843873513944,7.26504810332422,5.92976806157963,5.18526941731721,7.04708597444003,3.39055072931222,3.45982326651358,4.15952778947785,3.30746957172472,3.63675975540825,8.63913483722853,6.20804405064286,4.7520195885147,6.86296482931839,6.33394663093741,4.69123939643979,5.24415650171657,6.40677546414619,4.75761473109249,7.83714931815119,6.41761866158429,9.29047720112834,5.16123992775245,4.99156077367399,6.69255763390891,8.55885514781105,5.9897571272874,7.61835636609222,4.5593300327854,7.42898533713914,7.59319085922055,4.08761310628243,5.45064789168068,10.8149369044794,4.40559120886495,7.23405514545151,7.68578402241463,5.25873727523139,5.92517577483094,9.59832168425869,4.7248361296621,8.94323537491042,6.6495388385022,5.23376033939089,7.06699021511556,5.27099528167913,4.78842473201366,5.57346129119172,5.81236244719884,4.45680803328654,3.89723355519283,5.42733748557068,3.7526544972206,5.04656891009293,3.69417248517693,7.16930563826704
836,"ependymoma",13.0681789359701,8.57367395786424,8.64768432960943,9.61300185849861,4.39658072860852,7.81310108487063,6.00774602381334,7.1781555795674,8.40026603824181,6.32347069325401,7.66187384200364,8.32789666695583,7.55723077267529,9.34455344165998,9.1613027219826,6.35245632391437,5.70398071939795,6.29689435514342,8.91229805893946,6.11532495948106,6.70652528434692,7.23616783509394,7.06277385242717,7.7027662518218,7.71371184975779,7.14663878263715,8.95827232198196,5.96661481553691,8.23564609563623,5.39393615813289,8.16891293682725,7.44611778508697,7.03231543652515,7.51155358138592,5.24158513399098,6.87839264748785,7.88138242249962,6.07338498064886,9.47890570108352,7.39057636517648,6.76697859632898,8.19168394205946,4.11375173694075,6.33866047144723,5.035822318659,5.20624760154741,6.83698487103235,7.74272335785451,8.59326393281988,7.36228711859284,7.98995858762203,5.87141670321447,6.51353999844511,5.4541593687051,5.64255860084718,5.8624085624435,4.94263746980115,5.73844959677699,3.94121593123741,6.6093195244311,3.95017919286811,7.51926829113849,5.51724846147809,9.52435985244147,6.69016303266127,8.26262180759726,6.6407528182657,7.5588310079074,5.78137975779864,5.47281224085143,6.27426836066249,6.21197138865416,7.64815348172243,8.69252786577596,7.7634275367163,5.82725506397848,6.15681111623084,6.94998113007819,3.86784157704081,6.36300806061094,7.49368041062344,7.97101031642094,8.13575044261525,7.31326686391445,4.43097040688366,7.06725744291215,3.36093140684812,3.19163119838123,5.88602477527335,8.4891479011579,6.77611738437607,3.11346867631405,7.15218004523381,7.54714741723844,5.82199543692805,4.71138726772915,6.77202721754488,3.76131261557986,3.70757200396655,4.35936386184536,3.4967407188432,3.68655258959189,8.77166908661012,5.95341651879153,4.46254770539405,5.89354792072463,6.37226391848456,4.21994123468806,5.60757781678437,6.42546039878914,4.81839693645654,7.37141834103415,6.68944082138521,9.31232503651006,5.00926691702515,5.34517299573317,6.75782795968426,7.50598829511891,6.06208734958822,7.22905257807203,4.7344378233961,7.45040487942228,7.30363275617932,4.20366013385883,5.65621075688751,10.4608932951408,4.43890159465118,4.33981423207803,7.62440159430985,6.16290491057689,6.15553824603325,7.29134069067294,4.64978575821211,5.99873200298003,6.29281953699045,5.19639833171068,6.893058992582,5.41039880324848,5.2391241518182,6.76983444875478,5.80914584682554,4.64679532106262,3.96758231693648,5.65319867878743,3.95775912547031,4.75087833720679,3.7066482033414,7.22406248554339
837,"ependymoma",12.4560401620614,9.09897745937604,6.62878421000086,8.51767721122719,4.15484739462654,8.36184264085733,6.59606439479764,6.34728518920186,4.90038010782955,6.00868367415342,7.66379049486902,7.73023768050644,6.890946486163,8.9964083525527,7.96769856183446,5.56539817604385,5.65694063852982,7.25539672315147,7.72590135489244,5.83546537968395,8.98585821299173,6.68877348148586,6.58250094540818,7.07357798129499,7.60323743200585,6.42051336162837,9.47767880723398,5.92186460820412,7.77534161870252,4.80837277537249,7.07766425552317,8.32148234987041,7.7329758806476,9.1876631503908,4.64489961971911,6.0212784180976,8.72068052294927,6.12454078489717,8.83615796140539,8.86684001955093,7.94105869355404,5.75846722351686,4.00265724234027,6.72638174344542,5.9443753283852,6.62174458677413,6.85585443682011,7.4174903120449,10.3116083168778,7.7353995360785,7.95484472085547,5.22199895197267,6.91686201246193,6.25334064659143,5.44842908958342,5.36073054048788,6.71582484228748,8.71424594415674,5.16546616149956,8.09623126004732,5.79481766503403,11.27961697081,7.73606475713259,9.27089557990642,8.14177976527281,7.95413505531399,6.8181673218461,6.99183339939104,5.25428122276405,5.32561267719096,5.91094307458944,7.13630027296873,8.48753053410088,9.26870211024751,6.27215068719048,5.37591935470898,5.08266548692949,6.3888018236552,3.91209444109849,7.60138099332292,8.62543371791366,6.8957276489673,7.23081363808913,5.93083009896781,4.25697120396105,8.649496320209,3.46892759911053,3.94412227948336,6.84177666853865,7.89084426568188,5.92039435132671,3.20798682723505,6.5573447121835,7.24066841650913,6.19718911829849,4.72992601974562,6.86713881665093,3.77120867029705,3.82320343836348,4.93526356296353,4.09328195986607,3.62685113202929,7.92940155808294,5.96734296419396,4.57014912420777,5.89545627007328,7.95502091523414,4.02958631020009,5.51381678073459,5.49854320876391,4.63413963126767,7.35776507662045,5.86875225284178,8.04536439619925,4.85473266043401,5.10514039093591,6.48682760951895,7.63505879123434,6.06757678110685,7.59947400519329,4.62689058137076,8.50822888464571,5.96523185594428,4.35680209574425,5.60597362484997,10.8883933297937,4.91779566423209,4.4105118133976,7.05699477709828,5.43820233458135,5.43180976500222,8.82203811976447,4.91869161160097,5.92711718431655,7.46344978776794,4.61172794134192,6.51993916942764,4.4307193036037,4.56482613869416,4.46592302693731,6.09331116491604,5.63084417789982,3.65152985635818,5.47064100380474,3.49286967003572,4.48710276425525,3.60202063692022,7.09955601387697
838,"ependymoma",12.6999578806733,8.80072131892489,11.5561880712242,9.1663094344618,4.16589089222727,7.92382633783433,6.21275418561998,6.86638652192358,5.405627798965,5.27957896680013,9.52195582970737,7.58139653566467,6.9275618899154,10.0406520694315,9.61135064455761,5.99322193236348,5.8743621641128,6.6357607780994,9.72176626415826,5.60334292679638,8.22175186260175,5.95040115422675,5.75276615798955,7.9164344673019,8.13982557074652,6.73994277546514,9.62033913134304,6.8690727709942,8.26562348472619,5.5382809226123,7.52245967091498,7.4071617058865,7.2534962661715,7.06748089283994,5.70207658514582,6.51949157061737,8.17981079252088,6.22200443889251,9.13087606503401,7.38583435897459,7.67006535704335,7.04251196203464,4.19039321703161,6.03377198070209,5.19296062007797,5.85496894800785,7.02773009283512,7.17918023955849,8.59923542128267,7.48473355047769,8.81640315567753,5.60884313544444,6.76946972125754,5.50223430114743,5.94692682073037,6.18956673079633,4.62353617855845,6.70320714847173,4.13084309976951,7.0683219652754,5.28001309110383,9.11214317623588,5.24370583681141,8.46684655526661,6.06803696018726,7.98325539911078,6.62923641131683,7.39885098409788,5.7385499798272,5.1160815273711,5.55333051561895,6.50250651374126,7.67007257486092,9.40841751445997,7.42119754219973,5.81960543720806,6.73277320848669,7.19537159082357,3.83260639801785,5.6283649778051,7.55791042749855,7.62893180272568,6.29537881289173,5.8709910168685,8.57358849861698,7.43845267931741,3.4621511386436,3.26063169289143,6.09854942882651,8.15182267952478,6.35697495021917,3.2014474238738,6.46260983563549,8.09602000548388,5.79070582489251,4.87230156055572,6.26734206812516,3.66478760260585,3.69951825827192,4.45482069426694,3.50325548573591,3.47173986629403,8.21058015408643,6.49492697647135,4.555166655342,5.43818395797525,6.96148533969667,4.53575390945555,5.34396661371353,5.8427607922084,4.3302005079821,7.49651759267721,6.35327831649009,9.58535999221868,5.14255112365148,5.7561188697057,7.15810316010652,7.51338277445347,5.76916119764126,7.08713220435985,4.84558168027459,7.99139564153574,7.50901801208365,4.03886744177109,5.39807965298935,9.44462733590768,4.21261234842971,5.05725616659403,7.01601985577028,6.41799848991661,5.62262098298737,6.54236153095087,5.50453422185539,5.82805015928191,6.42336642700776,4.9661664037362,7.13440599220718,4.93075783435714,4.55817845269163,7.24163949214252,5.83749234870397,4.64729782221984,4.02515820619993,5.46585729192206,3.67005176416917,4.81170860209465,4.15801853226874,7.04673474992645
839,"ependymoma",12.4610890431158,7.67646152938012,7.24451915811872,9.6768665337675,3.9043011286104,7.46713943666919,6.58518768641897,7.06157819887994,5.28484294613009,5.17734941009521,7.28113060942811,8.03103495383869,7.29971641688472,8.67355846536211,8.86858328061552,5.95313041360245,5.73317828773178,5.94072123852016,9.59226353054516,7.98170676137238,8.70419471261066,6.4900188615526,6.89855467667152,7.31090672648262,6.88434331598895,6.51285165651023,8.671170093294,6.80946684982637,8.40974599508663,5.29090749659189,7.80282530905743,8.76351458901629,6.70751974690517,7.52303038794544,6.31387616917743,6.14728535749784,7.53139842377389,6.33423029253275,9.17774545834135,9.23093145924089,6.90754603577893,8.42884941500519,4.17924971282396,5.88058728810139,5.35371325570608,5.4542541359981,6.15423017178828,6.65807557276328,7.90061750052906,7.88667012591448,7.56412601982666,4.91060962990361,6.51453345639238,5.61773634962413,5.53717290010077,6.14930960524514,7.03331184676028,8.90617982800242,3.89330990842416,5.92196995296023,5.86755735918537,9.74651505321364,5.11189747351598,7.34849383429662,6.50663440874273,8.26539619196696,6.19318851294847,7.26613785350455,5.88286116512959,4.99668554035162,5.52846402932401,6.38467920424713,7.73212585965349,7.56335377772381,7.23766234801832,5.71251398265206,6.5990721213084,7.08645727815347,4.19986451931844,6.11318820621059,7.20880711739034,5.5819234673716,8.29437627764087,7.53364656949124,5.06981079758403,7.82698333547927,3.60397848255654,3.73135977211508,6.11719033518557,8.3618549757903,6.26292484408942,3.22456342919548,5.67565139489967,8.48676572365306,5.94213188762087,5.17126030843339,6.53775200694331,3.90642693431119,3.88182757522932,4.65642622434345,3.5923468572768,3.6840098001963,8.27229614057654,6.15199310983294,4.80262705217783,5.81995585209109,6.29678212151756,4.47384506285035,5.32165483298182,6.35189126575982,4.88389341662695,8.00741217779727,6.31327553242461,9.82024844423656,5.34290806321436,5.61687028230245,7.40398630694399,6.80620486037459,6.04237638265933,7.96249194431571,5.09619261219174,8.47918407655388,7.84509600565698,4.60142746448658,5.59936628713323,9.52538801270742,4.31825478077528,5.06369336965682,7.25124570645067,7.03882782517771,5.77897400617888,10.2283232004127,5.49973310125708,6.18239167104767,9.53650295125837,5.01706576526749,7.30379227592392,5.14973133978528,4.98982710254762,5.19738467977785,6.29946101511741,4.67265469017877,4.36784672342624,5.44248810103113,4.00818586675802,4.69961791852844,4.23213984816401,7.30077103792732
840,"ependymoma",13.6556385026134,7.98090284427539,7.5666196420724,10.1029072333111,4.65935263005761,8.45765883882919,6.18735011465475,7.53343555907755,6.55594971086747,5.63993288397841,8.35709613598679,8.43983359572707,7.77247471417459,9.88038352997844,8.84529308735763,6.24531210725246,5.99836467572945,6.5972334217366,9.30401462310171,5.91337875823613,8.770135488737,7.30306193754055,7.11889126938383,7.60574408607972,7.81229197693662,7.05094627665755,8.26424161535815,8.19756166667306,9.51396428186357,5.6787899389235,8.42322651660052,7.75104619576149,7.01045305676312,7.28103211426217,5.09342793536767,6.90144283706565,7.92484233400636,6.49465669926345,9.43436087007062,6.36652243435646,8.32459136434712,7.9857879768179,4.29517249266829,6.18923262671128,5.00278549636352,5.66955692869489,7.09739445968751,6.22374619936082,9.14163753355844,7.42932861237681,7.63604057909168,5.51543301098732,7.04092699094795,6.09690522577229,6.5670265697172,6.61225404464794,7.48777730348594,8.34594319365453,4.25504045444347,6.26155207522871,5.78172123567481,9.77226209382449,6.37962451968246,7.19142208856374,7.11711301868267,8.78902911347566,6.18402859529568,7.95458859063431,5.95138188836661,6.18819067167835,6.17900317336588,6.13252694189644,6.82174676125631,8.32552247843139,7.99719355748193,5.54190742263139,6.15578853487363,7.2658308686263,4.16025836971724,6.71891441106427,6.48482111067459,7.98978291857551,9.5594862969368,7.78168475027469,4.65514285591888,7.80591625669821,3.43258410500348,3.3743141017087,6.25941873981345,9.05414891100332,7.11219702711657,3.17215431181185,5.47346188782856,7.88894732196794,6.17033414041814,5.64274435945385,7.0378557024457,3.39568867311886,3.74545366529877,4.01202515063891,3.34814069443748,3.53136021749556,9.29257145084434,6.34957012959704,4.81189328856085,5.88864633701421,6.33577974316349,4.74681178452931,5.36751803162425,6.82706602821723,5.24587227435442,8.24459596818351,7.39770802083942,9.52400713254285,5.05913258708374,6.00328455695456,7.49827999323591,7.54754941542074,6.46253553096212,7.84356838615339,4.75966876034618,7.75866079118973,7.36662189222764,4.29623659651459,6.27583407140748,10.1277844150248,3.72514679686628,5.3044299502676,7.84973518924981,5.42495865703538,6.74532981613639,8.96808795482478,4.84531533187311,6.35218348141155,7.78685851419703,5.86504139323497,7.62459520500647,5.08695518269237,5.27044070983467,5.76517680307215,6.20862993414497,5.11193363431457,4.4833727132156,6.02805806282367,3.8894388425293,5.11415219342629,3.67297437199685,7.32012652282091
841,"ependymoma",12.6013703090536,8.87316119120487,9.21430966040422,9.6903336797561,4.34182203088655,7.92462213269935,6.48264919324395,6.49963291227221,5.36899743482602,6.63478548632441,7.43400466443049,7.89706850165301,7.11583392331858,8.82606741891839,8.95242469317305,6.08557926548132,6.81337103646556,6.27618612563859,8.56120900548489,5.95544430679874,8.36652614434229,6.7642943929675,6.69351595885543,7.22762357314525,6.71708446782499,6.88500879023486,8.56581851650346,6.80605552586479,8.39373942079288,5.29193952061542,8.08909749126156,7.4151313075457,6.5134626760921,7.40970393786283,5.55665191231985,6.31337551602201,7.38644044718476,6.68232992020573,9.3177631686748,8.99348593906203,7.59242254631209,6.70072058542427,4.86579366163191,6.352584650352,5.32179845771725,5.57908728621843,6.92657300192867,7.05993703545386,8.90829413560745,7.70765238982868,6.83903594858896,4.79801125051649,6.72170826067239,5.22685932473303,5.80759473551604,6.37413272540335,7.30937839791123,9.12230338300406,3.77537804385694,5.78177071979286,6.51646393436486,10.6639238777523,5.52876448721593,7.72168871622626,6.80319536204221,7.59248667862046,6.19068066431309,7.57277473597421,5.39974713337752,5.15571426373861,5.55626076030178,6.45952662001795,7.04621891308484,9.14389943388196,7.25675116731592,5.80408647553953,6.18248952155422,7.06998307792919,3.88569447774748,6.01179079102305,6.80606702540647,6.43839080034189,8.99204280804718,7.52389910171778,4.91109114032885,7.38801001140025,3.53393314402365,3.35397626376604,6.11515876481546,8.59939151987806,9.62716474570174,3.23091221428128,4.84787195752072,8.19872338649317,6.08004646746272,4.96983952213439,6.96756300817359,4.24560379482907,4.1943621858142,4.82028895182896,3.66850213532616,3.62719188269989,8.50695536504969,6.02006428699625,5.14477479521357,5.86778451891039,6.61671945942068,4.28016045588017,5.2805181379633,6.58899085438786,4.63941589073916,7.91847312844723,6.72530715471965,9.87422319535797,5.33287465819872,5.29085494960194,7.62056502398442,6.80307270067106,5.80688855155553,8.25869046986849,4.73057069551064,8.0857610034739,7.73213036930988,4.42851999475394,5.46592808776059,10.4218174855351,4.09496665790301,4.24656538344841,7.21539046796779,5.15031811315679,5.97603569522068,8.66496498319766,5.16605601589868,5.96523486132579,7.17773883998727,5.03143220090739,7.3965567047036,5.09688541164303,4.80763998979345,5.725709358602,6.06800505333841,4.45184056934272,3.84534005425212,5.5396122604568,3.86032487447121,4.75465635575055,3.90408178942721,7.35823490161095
842,"ependymoma",12.4632294707443,8.20649388145383,8.89121803686878,9.73734415906962,3.93626453217586,7.9062980882555,6.06617984945001,6.98085407641915,6.42657415652985,6.03575743000338,7.42571270018216,8.10150436908286,6.9717928614897,8.85416802087837,8.995374294984,6.1444100225662,5.95031701174443,6.09814563615905,8.50245324053379,6.43838931434284,6.44068048959493,6.21358972179596,5.97464169225783,7.88589952500985,7.41721634931361,6.91645325363432,8.87480754277219,6.36834960766897,8.26708222495472,5.69040593180351,7.80020827792667,6.70894950183237,6.252817810073,7.15421301700852,5.67108922173793,6.31154813380381,7.21703932253987,6.69251270833661,9.26594313587455,6.81897583398816,7.17634083157782,7.06565343838424,4.66728290393068,6.52727686515004,5.29637098677037,5.0070773600351,6.49667678028041,6.87001172045639,8.26582347185241,7.52856624350067,6.87855859075453,5.32703526999574,6.58503039972383,5.54558231352494,6.3458848977688,5.95350401931814,4.72342065995392,6.06478325204734,3.92909467007974,6.04591143500961,4.61466857281357,7.71702465262373,5.73228885787594,7.09257492257884,6.50075774871337,8.10553042717223,6.45078651682348,7.52412682404826,6.06727505962334,5.17819219514851,5.46484313846257,6.64625290763041,6.48502529352606,8.79271847484973,7.52007511459054,6.3404159723261,6.57074362653616,7.0036849784726,3.7810885254883,6.24096575449373,7.47076521090323,6.79872156184733,9.50790173066696,7.84624327908976,4.89808066371673,6.63090660115836,3.57018959284694,3.32898366288371,5.85175956525715,8.6591215041034,5.74084920555678,3.14237241155625,5.61162249959519,8.23171712527919,5.7306655916577,5.33706853902787,6.54041728840837,3.82575330483216,4.00105046100158,4.4220320663841,3.9351070111818,4.31475399320921,8.60081885313457,6.41872023723131,5.30370034752868,5.35673169783004,6.44235048126482,4.41034881457033,5.14101439548125,6.52265104161928,4.6981236427846,7.90919405422234,6.55061612196646,10.0672470067865,5.1155137565036,5.73648800591609,7.58209991959736,6.27029066093538,5.64613577997795,7.39859849039059,4.66351186338348,7.90258924157815,7.63796898909418,4.38794429113727,5.18569827229769,9.85534649307007,4.26339236293476,4.13678284831356,7.60168300587754,4.78598808339389,5.87121933137243,7.00045748988033,5.83477256174433,6.11670385401626,7.53251246215992,4.83496085250115,7.49516568363791,5.53915234234482,4.85184393627102,5.99643567846968,6.30783284969499,4.81495170231414,3.88471894136657,5.3984720254545,3.92527175795918,5.05051296610989,4.16224090427482,7.32568596604128
843,"ependymoma",12.2657126362992,7.87985672776323,10.2106936411704,9.70096291596991,4.08772607221135,8.10204984754811,6.51038496492197,6.9865849328378,6.40194808444011,5.30625791826098,7.6593304975129,8.21964444314844,7.56155784907127,8.83242530088401,8.31589225266574,6.26783693719921,6.23448793206312,6.24151977783272,8.91732195767187,6.50086607481737,8.34127363048851,6.74439212455673,6.51939719588709,7.70873685345448,7.5097821979635,7.04278665552806,9.19791473833997,6.45594184796403,8.47657595722522,5.63159603825617,8.20125131777318,7.83671517671639,6.58066357977033,6.83373872605332,5.6553925513421,6.40623404815989,7.34583113997326,7.00548274407142,9.66610213127131,8.20588707688132,7.19632054077608,6.67560823049386,4.66249809745454,6.48931691961638,5.17083987164225,5.26642551269656,6.88434686072116,6.90299629614178,7.47751033815076,7.52108785689051,7.75656119013915,5.55764745828182,6.93013385351792,5.88769547574037,6.12371772198438,6.38867459929781,5.94999984870203,6.95100270039595,3.89489523391846,6.48024292697396,4.81363237122932,9.48230610980008,5.29138714092199,8.31864873669907,6.55384697540209,8.26250801609809,6.27135860204103,7.51157812655984,6.72500078915805,5.17103016274544,5.784465529232,6.35643755227435,6.96381139753415,7.82539619675157,7.60380662821863,5.69036853761309,6.72512844472928,7.42433858274202,3.89770076815488,5.99565759270714,7.09354228240341,7.27922051101024,7.27347534575224,6.09672808091599,5.17564621069301,7.20046193483048,3.42005150203506,3.27788075059372,5.95952640005088,8.91972139553622,6.90303394493546,3.25082942585101,6.06836812569917,8.65257322140627,6.14943116773402,4.94580376339781,6.64415334966115,3.49096474373866,3.86670624749988,4.81203694714495,3.72697993435488,4.0536281196334,8.65175719774717,6.25852881898124,5.15844322677132,5.66907885311463,6.11813687540917,4.56018442118485,5.64308787277866,6.69645917498415,4.78791546924693,8.06967324019303,6.4980338332361,10.2430320229875,5.09497704972666,5.36755518748771,7.07712264468058,6.64125761103812,5.63540463993424,8.08095572648849,4.75350064574533,8.55046358632663,7.88096387304576,4.56134616515155,5.52806482866726,9.46879421030597,4.03632362797704,4.23713870733208,7.35447768990662,5.36446360777382,6.07682080936759,7.55868328437079,4.97750518698298,5.90728607200991,7.34269261349142,5.11387262390767,7.73660928340283,5.4603918563261,5.07826580014476,5.79297313654052,6.23659737329564,4.79507509465691,4.10163113026788,6.01037788098889,4.0132614892591,4.96972715808966,4.08768385717529,7.47754691084724
